Accession	Title	Platform	Total Bases	Date Created	FASTQ	FASTQ_FTP	FASTQ_Aspera
SRR534307	GSM981252:_CSHL_RnaSeq_MCF-7_cytosol_longPolyA	Illumina HiSeq 2000	6.51e+10	2012/08/07	SRR534307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534307/SRR534307_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534307/SRR534307_2.fastq.gz
SRR534306	GSM981251:_CSHL_RnaSeq_SK-N-SH_cytosol_longPolyA	Illumina HiSeq 2000	9.54e+10	2012/08/07	SRR534306_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534306/SRR534306_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534306/SRR534306_1.fastq.gz
SRR534306	GSM981251:_CSHL_RnaSeq_SK-N-SH_cytosol_longPolyA	Illumina HiSeq 2000	9.54e+10	2012/08/07	SRR534306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534306/SRR534306_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534306/SRR534306_2.fastq.gz
SRR534305	GSM981251:_CSHL_RnaSeq_SK-N-SH_cytosol_longPolyA	Illumina HiSeq 2000	9.54e+10	2012/08/07	SRR534305_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534305/SRR534305_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534305/SRR534305_1.fastq.gz
SRR534305	GSM981251:_CSHL_RnaSeq_SK-N-SH_cytosol_longPolyA	Illumina HiSeq 2000	9.54e+10	2012/08/07	SRR534305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534305/SRR534305_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534305/SRR534305_2.fastq.gz
SRR534304	GSM981250:_CSHL_RnaSeq_SK-N-SH_nucleus_longPolyA	Illumina HiSeq 2000	7.94e+10	2012/08/07	SRR534304_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534304/SRR534304_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534304/SRR534304_1.fastq.gz
SRR534304	GSM981250:_CSHL_RnaSeq_SK-N-SH_nucleus_longPolyA	Illumina HiSeq 2000	7.94e+10	2012/08/07	SRR534304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534304/SRR534304_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534304/SRR534304_2.fastq.gz
SRR534303	GSM981250:_CSHL_RnaSeq_SK-N-SH_nucleus_longPolyA	Illumina HiSeq 2000	7.94e+10	2012/08/07	SRR534303_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534303/SRR534303_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534303/SRR534303_1.fastq.gz
SRR534303	GSM981250:_CSHL_RnaSeq_SK-N-SH_nucleus_longPolyA	Illumina HiSeq 2000	7.94e+10	2012/08/07	SRR534303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534303/SRR534303_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534303/SRR534303_2.fastq.gz
SRR534302	GSM981249:_CSHL_RnaSeq_IMR90_cell_longPolyA	Illumina HiSeq 2000	3.69e+10	2015/07/22	SRR534302_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534302/SRR534302_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534302/SRR534302_1.fastq.gz
SRR534302	GSM981249:_CSHL_RnaSeq_IMR90_cell_longPolyA	Illumina HiSeq 2000	3.69e+10	2015/07/22	SRR534302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534302/SRR534302_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534302/SRR534302_2.fastq.gz
SRR534301	GSM981249:_CSHL_RnaSeq_IMR90_cell_longPolyA	Illumina HiSeq 2000	3.69e+10	2015/07/22	SRR534301_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534301/SRR534301_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534301/SRR534301_1.fastq.gz
SRR534301	GSM981249:_CSHL_RnaSeq_IMR90_cell_longPolyA	Illumina HiSeq 2000	3.69e+10	2015/07/22	SRR534301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534301/SRR534301_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534301/SRR534301_2.fastq.gz
SRR534300	GSM981248:_CSHL_RnaSeq_IMR90_nucleus_longPolyA	Illumina HiSeq 2000	6.84e+10	2015/07/22	SRR534300_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534300/SRR534300_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534300/SRR534300_1.fastq.gz
SRR534300	GSM981248:_CSHL_RnaSeq_IMR90_nucleus_longPolyA	Illumina HiSeq 2000	6.84e+10	2015/07/22	SRR534300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534300/SRR534300_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534300/SRR534300_2.fastq.gz
SRR534299	GSM981248:_CSHL_RnaSeq_IMR90_nucleus_longPolyA	Illumina HiSeq 2000	6.84e+10	2015/07/22	SRR534299_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534299/SRR534299_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534299/SRR534299_1.fastq.gz
SRR534299	GSM981248:_CSHL_RnaSeq_IMR90_nucleus_longPolyA	Illumina HiSeq 2000	6.84e+10	2015/07/22	SRR534299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534299/SRR534299_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534299/SRR534299_2.fastq.gz
SRR534298	GSM981247:_CSHL_RnaSeq_A549_nucleus_longPolyA	Illumina HiSeq 2000	5.78e+10	2015/07/22	SRR534298_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534298/SRR534298_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534298/SRR534298_1.fastq.gz
SRR534298	GSM981247:_CSHL_RnaSeq_A549_nucleus_longPolyA	Illumina HiSeq 2000	5.78e+10	2015/07/22	SRR534298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534298/SRR534298_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534298/SRR534298_2.fastq.gz
SRR534297	GSM981247:_CSHL_RnaSeq_A549_nucleus_longPolyA	Illumina HiSeq 2000	5.78e+10	2015/07/22	SRR534297_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534297/SRR534297_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534297/SRR534297_1.fastq.gz
SRR534297	GSM981247:_CSHL_RnaSeq_A549_nucleus_longPolyA	Illumina HiSeq 2000	5.78e+10	2015/07/22	SRR534297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534297/SRR534297_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534297/SRR534297_2.fastq.gz
SRR534296	GSM981246:_CSHL_RnaSeq_A549_cytosol_longPolyA	Illumina HiSeq 2000	5.91e+10	2015/07/22	SRR534296_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534296/SRR534296_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534296/SRR534296_1.fastq.gz
SRR534296	GSM981246:_CSHL_RnaSeq_A549_cytosol_longPolyA	Illumina HiSeq 2000	5.91e+10	2015/07/22	SRR534296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534296/SRR534296_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534296/SRR534296_2.fastq.gz
SRR534295	GSM981246:_CSHL_RnaSeq_A549_cytosol_longPolyA	Illumina HiSeq 2000	5.91e+10	2015/07/22	SRR534295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534295/SRR534295_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534295/SRR534295_1.fastq.gz
SRR534295	GSM981246:_CSHL_RnaSeq_A549_cytosol_longPolyA	Illumina HiSeq 2000	5.91e+10	2015/07/22	SRR534295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534295/SRR534295_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534295/SRR534295_2.fastq.gz
SRR534294	GSM981245:_CSHL_RnaSeq_MCF-7_nucleus_longPolyA	Illumina HiSeq 2000	5.86e+10	2012/08/07	SRR534294_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534294/SRR534294_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534294/SRR534294_1.fastq.gz
SRR534294	GSM981245:_CSHL_RnaSeq_MCF-7_nucleus_longPolyA	Illumina HiSeq 2000	5.86e+10	2012/08/07	SRR534294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534294/SRR534294_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534294/SRR534294_2.fastq.gz
SRR534293	GSM981245:_CSHL_RnaSeq_MCF-7_nucleus_longPolyA	Illumina HiSeq 2000	5.86e+10	2012/08/07	SRR534293_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534293/SRR534293_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534293/SRR534293_1.fastq.gz
SRR534293	GSM981245:_CSHL_RnaSeq_MCF-7_nucleus_longPolyA	Illumina HiSeq 2000	5.86e+10	2012/08/07	SRR534293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534293/SRR534293_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534293/SRR534293_2.fastq.gz
SRR534292	GSM981244:_CSHL_RnaSeq_IMR90_cytosol_longPolyA	Illumina HiSeq 2000	5.22e+10	2015/07/22	SRR534292_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534292/SRR534292_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534292/SRR534292_1.fastq.gz
SRR534292	GSM981244:_CSHL_RnaSeq_IMR90_cytosol_longPolyA	Illumina HiSeq 2000	5.22e+10	2015/07/22	SRR534292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534292/SRR534292_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534292/SRR534292_2.fastq.gz
SRR534291	GSM981244:_CSHL_RnaSeq_IMR90_cytosol_longPolyA	Illumina HiSeq 2000	5.22e+10	2015/07/22	SRR534291_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534291/SRR534291_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534291/SRR534291_1.fastq.gz
SRR534291	GSM981244:_CSHL_RnaSeq_IMR90_cytosol_longPolyA	Illumina HiSeq 2000	5.22e+10	2015/07/22	SRR534291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534291/SRR534291_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534291/SRR534291_2.fastq.gz
SRR534290	GSM981243:_CSHL_RnaSeq_IMR90_cell_total	Illumina HiSeq 2000	4.84e+10	2015/07/22	SRR534290_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534290/SRR534290_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534290/SRR534290_1.fastq.gz
SRR534290	GSM981243:_CSHL_RnaSeq_IMR90_cell_total	Illumina HiSeq 2000	4.84e+10	2015/07/22	SRR534290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534290/SRR534290_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534290/SRR534290_2.fastq.gz
SRR534289	GSM981243:_CSHL_RnaSeq_IMR90_cell_total	Illumina HiSeq 2000	4.84e+10	2015/07/22	SRR534289_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534289/SRR534289_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534289/SRR534289_1.fastq.gz
SRR534289	GSM981243:_CSHL_RnaSeq_IMR90_cell_total	Illumina HiSeq 2000	4.84e+10	2015/07/22	SRR534289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534289/SRR534289_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534289/SRR534289_2.fastq.gz
SRR317069	GSM767857:_CshlLong_RnaSeq_HUVEC_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.52e+10	2011/07/28	SRR317069_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317069/SRR317069_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317069/SRR317069_1.fastq.gz
SRR317069	GSM767857:_CshlLong_RnaSeq_HUVEC_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.52e+10	2011/07/28	SRR317069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317069/SRR317069_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317069/SRR317069_2.fastq.gz
SRR317068	GSM767857:_CshlLong_RnaSeq_HUVEC_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.52e+10	2011/07/28	SRR317068_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317068/SRR317068_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317068/SRR317068_1.fastq.gz
SRR317068	GSM767857:_CshlLong_RnaSeq_HUVEC_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.52e+10	2011/07/28	SRR317068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317068/SRR317068_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317068/SRR317068_2.fastq.gz
SRR317067	GSM767856:_CshlLong_RnaSeq_HUVEC_cell_longNonPolyA	Illumina Genome Analyzer II	2.84e+10	2011/07/28	SRR317067_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317067/SRR317067_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317067/SRR317067_1.fastq.gz
SRR317067	GSM767856:_CshlLong_RnaSeq_HUVEC_cell_longNonPolyA	Illumina Genome Analyzer II	2.84e+10	2011/07/28	SRR317067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317067/SRR317067_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317067/SRR317067_2.fastq.gz
SRR317066	GSM767856:_CshlLong_RnaSeq_HUVEC_cell_longNonPolyA	Illumina Genome Analyzer II	2.84e+10	2011/07/28	SRR317066_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317066/SRR317066_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317066/SRR317066_1.fastq.gz
SRR317066	GSM767856:_CshlLong_RnaSeq_HUVEC_cell_longNonPolyA	Illumina Genome Analyzer II	2.84e+10	2011/07/28	SRR317066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317066/SRR317066_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317066/SRR317066_2.fastq.gz
SRR317065	GSM767855:_CshlLong_RnaSeq_BJ_cell_longNonPolyA	Illumina Genome Analyzer II	2.58e+10	2011/07/28	SRR317065_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317065/SRR317065_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317065/SRR317065_1.fastq.gz
SRR317065	GSM767855:_CshlLong_RnaSeq_BJ_cell_longNonPolyA	Illumina Genome Analyzer II	2.58e+10	2011/07/28	SRR317065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317065/SRR317065_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317065/SRR317065_2.fastq.gz
SRR317064	GSM767855:_CshlLong_RnaSeq_BJ_cell_longNonPolyA	Illumina Genome Analyzer II	2.58e+10	2011/07/28	SRR317064_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317064/SRR317064_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317064/SRR317064_1.fastq.gz
SRR317064	GSM767855:_CshlLong_RnaSeq_BJ_cell_longNonPolyA	Illumina Genome Analyzer II	2.58e+10	2011/07/28	SRR317064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317064/SRR317064_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317064/SRR317064_2.fastq.gz
SRR317063	GSM767854:_CshlLong_RnaSeq_A549_cell_longNonPolyA	Illumina Genome Analyzer II	2.62e+10	2011/07/28	SRR317063_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317063/SRR317063_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317063/SRR317063_1.fastq.gz
SRR317063	GSM767854:_CshlLong_RnaSeq_A549_cell_longNonPolyA	Illumina Genome Analyzer II	2.62e+10	2011/07/28	SRR317063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317063/SRR317063_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317063/SRR317063_2.fastq.gz
SRR317062	GSM767854:_CshlLong_RnaSeq_A549_cell_longNonPolyA	Illumina Genome Analyzer II	2.62e+10	2011/07/28	SRR317062_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317062/SRR317062_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317062/SRR317062_1.fastq.gz
SRR317062	GSM767854:_CshlLong_RnaSeq_A549_cell_longNonPolyA	Illumina Genome Analyzer II	2.62e+10	2011/07/28	SRR317062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317062/SRR317062_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317062/SRR317062_2.fastq.gz
SRR317061	GSM767853:_CshlLong_RnaSeq_GM12878_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.30e+10	2011/07/28	SRR317061_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317061/SRR317061_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317061/SRR317061_1.fastq.gz
SRR317061	GSM767853:_CshlLong_RnaSeq_GM12878_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.30e+10	2011/07/28	SRR317061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317061/SRR317061_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317061/SRR317061_2.fastq.gz
SRR317060	GSM767853:_CshlLong_RnaSeq_GM12878_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.30e+10	2011/07/28	SRR317060_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317060/SRR317060_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317060/SRR317060_1.fastq.gz
SRR317060	GSM767853:_CshlLong_RnaSeq_GM12878_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.30e+10	2011/07/28	SRR317060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317060/SRR317060_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317060/SRR317060_2.fastq.gz
SRR317059	GSM767852:_CshlLong_RnaSeq_GM12878_cytosol_longNonPolyA	Illumina Genome Analyzer II	3.18e+10	2011/07/28	SRR317059_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317059/SRR317059_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317059/SRR317059_1.fastq.gz
SRR317059	GSM767852:_CshlLong_RnaSeq_GM12878_cytosol_longNonPolyA	Illumina Genome Analyzer II	3.18e+10	2011/07/28	SRR317059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317059/SRR317059_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317059/SRR317059_2.fastq.gz
SRR317058	GSM767852:_CshlLong_RnaSeq_GM12878_cytosol_longNonPolyA	Illumina Genome Analyzer II	3.18e+10	2011/07/28	SRR317058_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317058/SRR317058_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317058/SRR317058_1.fastq.gz
SRR317058	GSM767852:_CshlLong_RnaSeq_GM12878_cytosol_longNonPolyA	Illumina Genome Analyzer II	3.18e+10	2011/07/28	SRR317058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317058/SRR317058_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317058/SRR317058_2.fastq.gz
SRR317057	GSM767851:_CshlLong_RnaSeq_MCF-7_cell_longNonPolyA	Illumina Genome Analyzer II	3.58e+10	2011/07/28	SRR317057_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317057/SRR317057_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317057/SRR317057_1.fastq.gz
SRR317057	GSM767851:_CshlLong_RnaSeq_MCF-7_cell_longNonPolyA	Illumina Genome Analyzer II	3.58e+10	2011/07/28	SRR317057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317057/SRR317057_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317057/SRR317057_2.fastq.gz
SRR317056	GSM767851:_CshlLong_RnaSeq_MCF-7_cell_longNonPolyA	Illumina Genome Analyzer II	3.58e+10	2011/07/28	SRR317056_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317056/SRR317056_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317056/SRR317056_1.fastq.gz
SRR317056	GSM767851:_CshlLong_RnaSeq_MCF-7_cell_longNonPolyA	Illumina Genome Analyzer II	3.58e+10	2011/07/28	SRR317056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317056/SRR317056_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317056/SRR317056_2.fastq.gz
SRR317055	GSM767850:_CshlLong_RnaSeq_HepG2_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.77e+10	2011/07/28	SRR317055_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317055/SRR317055_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317055/SRR317055_1.fastq.gz
SRR317055	GSM767850:_CshlLong_RnaSeq_HepG2_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.77e+10	2011/07/28	SRR317055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317055/SRR317055_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317055/SRR317055_2.fastq.gz
SRR317054	GSM767850:_CshlLong_RnaSeq_HepG2_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.77e+10	2011/07/28	SRR317054_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317054/SRR317054_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317054/SRR317054_1.fastq.gz
SRR317054	GSM767850:_CshlLong_RnaSeq_HepG2_nucleus_longNonPolyA	Illumina Genome Analyzer II	3.77e+10	2011/07/28	SRR317054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317054/SRR317054_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317054/SRR317054_2.fastq.gz
SRR317053	GSM767849:_CshlLong_RnaSeq_K562_cytosol_longNonPolyA	Illumina Genome Analyzer II	2.97e+10	2011/07/28	SRR317053_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317053/SRR317053_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317053/SRR317053_1.fastq.gz
SRR317053	GSM767849:_CshlLong_RnaSeq_K562_cytosol_longNonPolyA	Illumina Genome Analyzer II	2.97e+10	2011/07/28	SRR317053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317053/SRR317053_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317053/SRR317053_2.fastq.gz
SRR317052	GSM767849:_CshlLong_RnaSeq_K562_cytosol_longNonPolyA	Illumina Genome Analyzer II	2.97e+10	2011/07/28	SRR317052_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/SRR317052/SRR317052_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR317/SRR317052/SRR317052_1.fastq.gz
